"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"SNAPC2",0.0335044674965408,6.56719586065574,0.32182875813339,0.747856682470565,0.939355753143101,-5.87120882976143,"Not Significant"
"TUBA3FP",-0.0443248686030442,5.14004344262295,-0.321707311670379,0.747948581901088,0.939371500623407,-5.87124527479627,"Not Significant"
"TTYH1",-0.0873124757952999,6.23436770491803,-0.321471598881693,0.748126957783218,0.939371500623407,-5.87131597094645,"Not Significant"
"CLCN5",0.0530970401106492,5.79840754098361,0.321359493245324,0.748211798593579,0.939371500623407,-5.87134957605925,"Not Significant"
"RPRD1A",0.0641663347164654,7.77005073770492,0.321210962242234,0.748324210607225,0.939371500623407,-5.87139408211023,"Not Significant"
"OR1B1",-0.0367108437067811,4.66074385245902,-0.321153495280745,0.748367704499099,0.939371500623407,-5.87141129608086,"Not Significant"
"SLC38A11",-0.135223651452289,5.65905893442623,-0.321150133728076,0.748370248716471,0.939371500623407,-5.87141230292361,"Not Significant"
"TK1",-0.0729823098201985,6.09367168032787,-0.32097225189268,0.748504883903705,0.939371500623407,-5.87146556656811,"Not Significant"
"CCL17",-0.0397577455048408,6.04817774590164,-0.320894191195113,0.74856396891331,0.939371500623407,-5.87148893118806,"Not Significant"
"RGS8",0.0370008990318071,4.68140930327869,0.320891479583551,0.748566021388938,0.939371500623407,-5.87148974270793,"Not Significant"
"MTMR12",-0.0729496818810595,8.09721057377049,-0.320814742027721,0.748624106396491,0.939371500623407,-5.87151270556551,"Not Significant"
"BCL2L15",0.174707219917011,6.25493918032787,0.320716600924005,0.748698394496792,0.939371500623407,-5.87154206519992,"Not Significant"
"RNF14",-0.0442056293222697,7.95775454918033,-0.320698998093828,0.748711719241741,0.939371500623407,-5.87154733026708,"Not Significant"
"CEP85",0.051149529737204,5.05396397540984,0.320543388456692,0.748829513738324,0.939371500623407,-5.87159386108786,"Not Significant"
"INTS11",-0.0410654771784262,7.37363942622951,-0.320536012912497,0.748835097076945,0.939371500623407,-5.87159606598329,"Not Significant"
"ABHD17B",0.0510838589211593,5.68343577868852,0.320462658040196,0.748890627950193,0.939371500623407,-5.87161799242932,"Not Significant"
"SYCP2L",-0.0591996680497928,3.99064819672131,-0.320403107758072,0.74893570947983,0.939371500623407,-5.871635788869,"Not Significant"
"TRAPPC2L",-0.044192835408027,6.32384385245902,-0.320364308657932,0.748965082144087,0.939371500623407,-5.87164738209664,"Not Significant"
"HOMER3",-0.0470903181189541,7.26443532786885,-0.320259445230224,0.749044470309777,0.939371500623407,-5.87167870842278,"Not Significant"
"TMEM100",0.053855836791147,4.10681700819672,0.320246775643367,0.749054062159707,0.939371500623407,-5.87168249257203,"Not Significant"
"SNRNP25",-0.0553352973720571,6.28837172131148,-0.320219818434724,0.7490744709662,0.939371500623407,-5.87169054364707,"Not Significant"
"ALDH8A1",-0.0295274273858928,4.1908956147541,-0.320183557812027,0.749101923495118,0.939371500623407,-5.87170137222393,"Not Significant"
"MIR129-2",-0.0463276901798051,3.97297524590164,-0.320143667534128,0.749132124366626,0.939371500623407,-5.87171328331615,"Not Significant"
"PHETA2",-0.0394133471645919,6.75441790983607,-0.319948633912836,0.749279789610514,0.939461520124785,-5.87177149830101,"Not Significant"
"HS3ST4",0.0455039004149373,5.42937442622951,0.31958349209577,0.74955627324466,0.939461520124785,-5.87188039306004,"Not Significant"
"TCAIM",-0.0555191147994512,6.41485016393443,-0.319520140978404,0.749604245704735,0.939461520124785,-5.87189927335897,"Not Significant"
"IDUA",-0.0531480221300171,7.0340887704918,-0.319459066771479,0.749650494903325,0.939461520124785,-5.8719174715382,"Not Significant"
"SCRT1",-0.0328802766251748,5.47276065573771,-0.319447070369746,0.749659579433338,0.939461520124785,-5.87192104567754,"Not Significant"
"C17orf75",-0.0554643015214324,6.03057430327869,-0.319403840362363,0.749692316564444,0.939461520124785,-5.87193392426647,"Not Significant"
"TARDBP",0.0354609405255868,8.56972827868852,0.319378233402427,0.749711708364379,0.939461520124785,-5.87194155197758,"Not Significant"
"PHLDA3",0.0571698755186674,6.83908696721311,0.319295461759008,0.749774391284683,0.939461520124785,-5.871966203524,"Not Significant"
"TCTN2",0.0740204011065027,7.00312364754098,0.319279709920429,0.749786320331758,0.939461520124785,-5.87197089410782,"Not Significant"
"UFC1",0.0580238450899042,9.5962537704918,0.319240377712568,0.749816107324414,0.939461520124785,-5.8719826054466,"Not Significant"
"POLA1",0.0477446196403832,6.44488426229508,0.319214868384489,0.749835426200796,0.939461520124785,-5.87199020019114,"Not Significant"
"GCA",-0.0915514522821539,6.68020418032787,-0.319103175855855,0.749920015711273,0.939468613999286,-5.87202344662134,"Not Significant"
"SIX6",0.0487297372060826,5.88134393442623,0.319055782545675,0.749955909598673,0.939468613999286,-5.87203755021497,"Not Significant"
"SUMO3",-0.0515864730290438,8.19529778688525,-0.318862874730872,0.750102016248162,0.939579714779924,-5.87209493531499,"Not Significant"
"HES1",0.0854332918395642,7.73877954918033,0.318708315958823,0.750219084185525,0.939654427371752,-5.87214088754276,"Not Significant"
"HMGA1",-0.0679511756569866,7.38943762295082,-0.318479280537011,0.750392573848896,0.939661710208469,-5.87220894166339,"Not Significant"
"TMEM198B",0.0550572060857544,6.68755360655738,0.318428864938987,0.750430764342693,0.939661710208469,-5.87222391526777,"Not Significant"
"FBXL12",-0.0429085062240651,6.47725905737705,-0.318375624995365,0.750471094984305,0.939661710208469,-5.87223972514123,"Not Significant"
"PP12613",0.0362710926694314,3.94107180327869,0.318278228857299,0.750544876866966,0.939661710208469,-5.87226864058691,"Not Significant"
"SRR",-0.0662378423236483,5.96738655737705,-0.318210225662678,0.750596393655835,0.939661710208469,-5.87228882447024,"Not Significant"
"GSG1L",-0.0470201106500658,5.85320467213115,-0.318202628592573,0.750602148994006,0.939661710208469,-5.87229107907284,"Not Significant"
"LY6G6D",0.0458464038727513,5.2118993852459,0.318113539648681,0.750669641449398,0.939661710208469,-5.87231751422134,"Not Significant"
"ZBTB46",0.0389328630705403,6.16649418032787,0.317983886092307,0.750767868480187,0.939661710208469,-5.87235597279641,"Not Significant"
"UQCRFS1",0.0456517150760725,7.35317709016393,0.317919738122726,0.750816469225442,0.939661710208469,-5.8723749949397,"Not Significant"
"SLC17A5",0.0639861825726129,7.41022946721311,0.317900728708118,0.750830871613867,0.939661710208469,-5.87238063116742,"Not Significant"
"TAF9B",-0.0869421023513164,7.37799352459016,-0.317847702825791,0.750871046871538,0.939661710208469,-5.87239635138413,"Not Significant"
"PPY2P",-0.0404253941908674,4.70140163934426,-0.317631611905529,0.751034775990751,0.939661710208469,-5.87246038727082,"Not Significant"
"GSTA2",-0.250132074688798,6.00899331967213,-0.317500969231814,0.751133767619859,0.939661710208469,-5.87249908051558,"Not Significant"
"SRGAP3",0.0584041493775871,5.55505606557377,0.317372027630168,0.7512314743399,0.939661710208469,-5.87253725434874,"Not Significant"
"RPL27",-0.0365091977870016,9.18091635245902,-0.317257757379452,0.751318067059028,0.939661710208469,-5.87257107170343,"Not Significant"
"SLC7A6",-0.104184661134165,6.85996963114754,-0.317204881398376,0.751358136953018,0.939661710208469,-5.8725867158038,"Not Significant"
"CTSD",0.0982346196403761,10.2169634836066,0.317159239811486,0.751392725100459,0.939661710208469,-5.87260021741222,"Not Significant"
"IRF7",0.0479797233748256,6.45635647540984,0.317142898077862,0.751405109329555,0.939661710208469,-5.87260505112123,"Not Significant"
"KIF5C",0.107398755186723,5.04417827868852,0.317109738001927,0.751430239173305,0.939661710208469,-5.87261485875014,"Not Significant"
"ADAM19",0.145815822959896,6.89739967213115,0.317104177460688,0.751434453168285,0.939661710208469,-5.87261650326985,"Not Significant"
"CCDC159",-0.0459705117565727,5.72082803278689,-0.317081756767178,0.751451444519766,0.939661710208469,-5.87262313385592,"Not Significant"
"ZNF16",-0.0446678699861707,5.71693799180328,-0.316957910497534,0.751545302654355,0.939661710208469,-5.87265975110507,"Not Significant"
"CRTAC1",0.04933041493776,4.62611389344262,0.316674776215302,0.751759892691681,0.939661710208469,-5.8727434108683,"Not Significant"
"BOD1",-0.0491772890733158,7.93174401639344,-0.316657328280716,0.751773117271227,0.939661710208469,-5.87274856389402,"Not Significant"
"SNORD4A",-0.0739302489626539,5.9597987295082,-0.316472225058251,0.751913419898866,0.939661710208469,-5.87280321430954,"Not Significant"
"BRMS1L",0.0607544951590615,4.46198418032787,0.316406487713622,0.751963248797265,0.939661710208469,-5.87282261511227,"Not Significant"
"PIR",0.0742695850622406,5.39947643442623,0.316302499360076,0.752042074079489,0.939661710208469,-5.87285329656087,"Not Significant"
"CUL5",0.0568494605809082,6.89432049180328,0.316211924314438,0.752110733922566,0.939661710208469,-5.87288001224296,"Not Significant"
"KMT2E",-0.0548428492392876,8.8949781147541,-0.316128190300925,0.752174209720069,0.939661710208469,-5.87290470331908,"Not Significant"
"SGTB",0.0720759059474432,5.83792639344262,0.316127295010595,0.752174888417152,0.939661710208469,-5.8729049672826,"Not Significant"
"SLA",0.142876154910093,6.28550614754098,0.315997940498992,0.752272950845248,0.939661710208469,-5.87294309775751,"Not Significant"
"SCP2",0.0636073029045638,7.83042524590164,0.315959029997481,0.752302449314489,0.939661710208469,-5.87295456454973,"Not Significant"
"ACE2",0.171529515905946,5.42797721311475,0.315888210236426,0.752356139470319,0.939661710208469,-5.87297543127134,"Not Significant"
"ABCB7",-0.0572231950207458,6.76657036885246,-0.315792408730276,0.752428770803379,0.939661710208469,-5.87300365131369,"Not Significant"
"KXD1",0.0282383264177035,7.63639446721311,0.315671688293162,0.752520297413855,0.939661710208469,-5.87303919949313,"Not Significant"
"LOC100128653",0.0456604426002736,5.12715237704918,0.315589135559571,0.75258288843318,0.939661710208469,-5.87306350072669,"Not Significant"
"CCN1",0.187654979253111,8.98358774590164,0.315518073215347,0.752636768814605,0.939661710208469,-5.87308441442245,"Not Significant"
"RAB40A",-0.0407947441217189,5.72238016393443,-0.315499012503614,0.752651221097115,0.939661710208469,-5.87309002320238,"Not Significant"
"LINC02873",0.042304204702627,4.28799073770492,0.31546976549128,0.752673397043303,0.939661710208469,-5.87309862873145,"Not Significant"
"CCN2",0.126752171507601,9.53350040983607,0.3154627252897,0.752678735162168,0.939661710208469,-5.87310070009443,"Not Significant"
"LBH",0.113060497925307,7.49472040983607,0.3153990083009,0.752727048078483,0.939661710208469,-5.8731194447597,"Not Significant"
"ZRANB3",-0.0466961549101006,5.33237131147541,-0.315321094884443,0.752786126651129,0.939661710208469,-5.87314236067819,"Not Significant"
"BEX4",-0.0782746334716498,7.44194442622951,-0.315295441711375,0.752805578726991,0.939661710208469,-5.87314990455961,"Not Significant"
"KCTD21-AS1",0.0411888934993074,4.63300913934426,0.31525615918297,0.752835365863716,0.939661710208469,-5.87316145526518,"Not Significant"
"GPR12",0.0373511618257227,4.60919192622951,0.315252704607614,0.752837985415166,0.939661710208469,-5.87316247098598,"Not Significant"
"CADPS2",0.0937888381742686,6.92950569672131,0.31521532026642,0.752866333570229,0.939661710208469,-5.87317346208941,"Not Significant"
"TAF1L",-0.0259695573997245,4.52630307377049,-0.315092997575261,0.752959091931185,0.93970580997269,-5.87320941620895,"Not Significant"
"VPS54",-0.0558334301521457,6.23438971311475,-0.314974449788599,0.753048991173219,0.939738515906247,-5.87324424747245,"Not Significant"
"RTL9",0.0314841355463318,3.86544036885246,0.314906986496533,0.753100152627385,0.939738515906247,-5.87326406343563,"Not Significant"
"ALDOC",-0.131148450899029,5.94411069672131,-0.314706222614321,0.75325241035422,0.939856838965799,-5.87332300863269,"Not Significant"
"STPG1",0.0500858229598942,5.67660668032787,0.314384284786327,0.753496585588501,0.940029418060534,-5.873417452652,"Not Significant"
"HDLBP",-0.0529346611341701,7.68782950819672,-0.314372380978278,0.753505614562456,0.940029418060534,-5.87342094291409,"Not Significant"
"RNF122",0.1312520055325,6.88057491803279,0.314030691040402,0.753764798983426,0.940259518267016,-5.87352107199245,"Not Significant"
"PLA2G12A",0.0957772752420407,6.94093635245902,0.313949461707905,0.753826418536078,0.940259518267016,-5.87354485949152,"Not Significant"
"ARF1",-0.0447151452282188,9.98934463114754,-0.313901984880681,0.753862434591986,0.940259518267016,-5.87355875993464,"Not Significant"
"SDHAF4",0.0378721438450906,4.54179983606557,0.313732436699166,0.753991058720496,0.940332171478871,-5.87360838374143,"Not Significant"
"ZBTB45",-0.0364691147994449,5.65457594262295,-0.313673710162825,0.754035611961974,0.940332171478871,-5.87362556573211,"Not Significant"
"POLR3GL",0.0453340248962615,5.06466663934426,0.313445148121615,0.754209019775436,0.940388679349928,-5.87369240696634,"Not Significant"
"NBPF3",-0.0346727247579617,5.81913024590164,-0.31341712652277,0.754230280350122,0.940388679349928,-5.87370059832029,"Not Significant"
"TIGIT",-0.0860505809128647,4.58945741803279,-0.313119610822581,0.754456023306052,0.940388679349928,-5.87378752383475,"Not Significant"
"MRPL41",0.0412004702627957,7.81936057377049,0.313094948810662,0.754474736797137,0.940388679349928,-5.87379472566193,"Not Significant"
"GALNT14",0.0714584094052544,5.7829731557377,0.313058268155219,0.754502570281966,0.940388679349928,-5.87380543613792,"Not Significant"
"MEAK7",-0.0795627247579551,5.63216217213115,-0.313058184375577,0.75450263385479,0.940388679349928,-5.87380546059949,"Not Significant"
"SLCO2B1",-0.113942641770402,7.65425495901639,-0.312994209089479,0.754551179425698,0.940388679349928,-5.87382413789733,"Not Significant"
"SLC34A3",0.0420943983402458,4.9370668442623,0.312823363786207,0.754680824624165,0.940388679349928,-5.87387399672525,"Not Significant"
"ZYG11B",-0.0529203734439863,7.42159028688525,-0.312800829197897,0.75469792541549,0.940388679349928,-5.87388057110133,"Not Significant"
"ARMC12",-0.0462791009681895,4.88876323770492,-0.312712857439458,0.75476468557803,0.940388679349928,-5.87390623198081,"Not Significant"
"BAAT",0.110009917012449,4.22505733606557,0.312641581671077,0.754818776810114,0.940388679349928,-5.87392701744302,"Not Significant"
"PRDX2",-0.0444227109266997,6.39096680327869,-0.312633958136741,0.754824562387449,0.940388679349928,-5.87392924034027,"Not Significant"
"ADAM11",-0.040655449515909,5.48194774590164,-0.312542663337258,0.754893848009588,0.940388679349928,-5.87395585619486,"Not Significant"
"SWAP70",-0.0751473167358263,8.28356995901639,-0.312478775358851,0.754942335175356,0.940388679349928,-5.87397447731486,"Not Significant"
"KCNK17",0.0816317012448096,5.75071803278689,0.312477993695481,0.754942928417258,0.940388679349928,-5.87397470511896,"Not Significant"
"NAT8B",-0.0549155048409427,5.20605635245902,-0.312328264160804,0.755056568039409,0.940458645105563,-5.87401833105034,"Not Significant"
"CCNC",-0.0788760027662505,7.90331045081967,-0.31198186730045,0.75531949191056,0.940682539729334,-5.87411917886463,"Not Significant"
"NCL",-0.0387283955740045,9.62610110655738,-0.311810429637467,0.755449627932094,0.940682539729334,-5.87416904878923,"Not Significant"
"LIPT1",-0.0383097233748311,5.58835463114754,-0.311700297450096,0.75553323147629,0.940682539729334,-5.8742010709643,"Not Significant"
"GNPTAB",0.0701959889349864,7.60013959016393,0.311687395825348,0.755543025545957,0.940682539729334,-5.87420482151757,"Not Significant"
"RPL29",-0.0605176348547722,9.63082643442623,-0.311671481311893,0.755555106858123,0.940682539729334,-5.87420944771577,"Not Significant"
"OCRL",0.0505095988934992,7.05742524590164,0.311563292548698,0.755637238655232,0.940682539729334,-5.8742408909079,"Not Significant"
"SLC23A3",-0.0520190733056705,5.48265717213115,-0.311561343630705,0.755638718207168,0.940682539729334,-5.87424145722717,"Not Significant"
"GNE",0.106526071922546,6.85236299180328,0.311159484969976,0.755943814823014,0.940934470600371,-5.87435815426284,"Not Significant"
"PLCH1",-0.0867981466113426,5.50367237704918,-0.311143315478573,0.755956091724706,0.940934470600371,-5.87436284662433,"Not Significant"
"GPR62",-0.0511001106500677,6.24772483606557,-0.310784010165265,0.756228915058017,0.941065135171368,-5.87446705361304,"Not Significant"
"SP6",-0.0475116874135555,4.53356913934426,-0.310696806214823,0.756295134311947,0.941065135171368,-5.87449232666661,"Not Significant"
"GOLGA6L1",-0.0369941217150815,4.33630405737705,-0.310546482770633,0.756409288257,0.941065135171368,-5.87453587608897,"Not Significant"
"VSTM2A",0.0404411065006949,4.94514721311475,0.310538844511427,0.75641508880857,0.941065135171368,-5.8745380883671,"Not Significant"
"PFDN2",0.0462022683264109,8.06892754098361,0.310505214420066,0.756440627917485,0.941065135171368,-5.87454782804394,"Not Significant"
"PANK3",0.0528687413554598,7.42010204918033,0.310249331040424,0.756634957697541,0.941065135171368,-5.87462190041475,"Not Significant"
"CERKL",0.078548174273859,5.03577241803279,0.310078901850441,0.75676439817013,0.941065135171368,-5.87467120190386,"Not Significant"
"UPK1A-AS1",-0.0423090733056668,4.91325778688525,-0.310071671461152,0.756769889781545,0.941065135171368,-5.87467329290104,"Not Significant"
"CLN5",-0.0585315767634835,6.42139807377049,-0.309980349967266,0.756839251171137,0.941065135171368,-5.87469969848683,"Not Significant"
"GAS2L1",-0.0450618533886589,6.57449885245902,-0.30997255373839,0.756845172730061,0.941065135171368,-5.87470195240431,"Not Significant"
"TMEM47",0.105712738589206,8.61519299180328,0.309887486849649,0.756909785490703,0.941065135171368,-5.87472654186335,"Not Significant"
"LSMEM1",0.0624333056708153,4.14550901639344,0.309883259279859,0.756912996596136,0.941065135171368,-5.87472776370999,"Not Significant"
"RAD17",-0.0616197510373473,5.89066786885246,-0.309832932888374,0.756951222983406,0.941065135171368,-5.87474230769788,"Not Significant"
"COQ5",-0.0422882572614078,6.66766168032787,-0.309811736275617,0.756967323461017,0.941065135171368,-5.87474843266972,"Not Significant"
"TMEM51",0.0994696957123091,6.57688004098361,0.309779419724629,0.756991870601667,0.941065135171368,-5.87475777005235,"Not Significant"
"MATN2",0.0946821576763499,6.65758803278689,0.30975672234798,0.757009111317186,0.941065135171368,-5.87476432753705,"Not Significant"
"LRRN3",-0.0840595297372051,4.5677106557377,-0.309708738511746,0.757045559791923,0.941065135171368,-5.87477818893654,"Not Significant"
"TSR1",-0.0488805947441193,6.3249837295082,-0.309642049525317,0.757096217583174,0.941065135171368,-5.87479745024983,"Not Significant"
"RPL19",-0.0475666390041525,9.18912819672131,-0.309218483857894,0.757417987884089,0.941347076898114,-5.87491968900249,"Not Significant"
"FHDC1",0.0734677731673639,5.59918114754098,0.309192019512739,0.757438093468435,0.941347076898114,-5.87492732091959,"Not Significant"
"DISP3",0.0397150899031811,5.24487012295082,0.309055213317402,0.757542030979795,0.941382225996044,-5.87496676335088,"Not Significant"
"MIR504",-0.0495255048409415,5.28629008196721,-0.308920766248359,0.757644180459542,0.941382225996044,-5.87500550863268,"Not Significant"
"TLL1",0.122085145228215,5.55766409836066,0.308911477570466,0.75765123791916,0.941382225996044,-5.87500818484429,"Not Significant"
"SUCLG1",-0.0652332365145316,7.53614881147541,-0.308851924792985,0.757696486103269,0.941382225996044,-5.87502534100921,"Not Significant"
"ZAN",-0.0349523236514546,4.98288741803279,-0.308452119579263,0.758000279616868,0.941688170031159,-5.87514043267064,"Not Significant"
"SPTBN1",0.0788076625172884,9.90352204918033,0.308370804129851,0.758062072074025,0.94169344472932,-5.8751638226661,"Not Significant"
"LINC02872",-0.0458192669432949,5.38987741803279,-0.308153990677319,0.7582268384759,0.94175046806669,-5.8752261578883,"Not Significant"
"ARR3",-0.029890525587831,4.07736364754098,-0.308128267244158,0.758246387615866,0.94175046806669,-5.87523355062908,"Not Significant"
"CRACDL",0.0489586583679111,6.17961004098361,0.308067574410027,0.758292513207124,0.94175046806669,-5.87525099089543,"Not Significant"
"YTHDC2",0.0495037621023497,7.33860844262295,0.308007491201368,0.758338176345318,0.94175046806669,-5.87526825260288,"Not Significant"
"SCAND1",-0.0422852973720662,6.0041512704918,-0.307903941674849,0.758416875802897,0.941776730584202,-5.87529799414485,"Not Significant"
"ZSCAN16",-0.0558811618257282,4.60799590163934,-0.307651761299976,0.758608547847667,0.941939342986332,-5.87537038370721,"Not Significant"
"NUAK1",0.13404955739972,6.46276807377049,0.307576834281745,0.758665499703074,0.941939342986332,-5.87539188044005,"Not Significant"
"ATP1A4",-0.0263165283540809,4.06062036885246,-0.307504458900349,0.758720513315988,0.941939342986332,-5.87541264013495,"Not Significant"
"BLOC1S4",-0.0380216459197822,5.5929225,-0.307304757763285,0.758872315518167,0.942031823967158,-5.87546989582434,"Not Significant"
"DDX59",-0.0352275933610002,5.41343553278689,-0.307254999887798,0.758910140268825,0.942031823967158,-5.87548415596584,"Not Significant"
"USHBP1",0.0407618533886609,5.55448401639344,0.307028630564696,0.759082228156852,0.942136503246029,-5.87554900217038,"Not Significant"
"CCR5",0.030489889349929,4.39848168032787,0.306916925390161,0.759167151806407,0.942136503246029,-5.87558098385936,"Not Significant"
"RAB27A",-0.0652587966804994,7.39349356557377,-0.306916872368168,0.759167192116973,0.942136503246029,-5.87558099903701,"Not Significant"
"BSN",0.0390980497925311,4.64522733606557,0.306742166168178,0.759300018039248,0.942229885128858,-5.87563099487635,"Not Significant"
"ATP6AP1L",-0.0661170124481352,5.19490590163934,-0.306365243725088,0.759586609595516,0.94246744338375,-5.87573876224878,"Not Significant"
"SPIRE1",0.0803239557399689,7.57634303278689,0.306206827522925,0.759707070673371,0.94246744338375,-5.87578401612998,"Not Significant"
"RGMA",-0.058934356846474,6.56490024590164,-0.306182175577834,0.759725816757357,0.94246744338375,-5.87579105621209,"Not Significant"
"TEKT1",-0.0396588658367891,4.39962540983607,-0.306085331835654,0.759799461040081,0.94246744338375,-5.87581870728546,"Not Significant"
"PRKACG",-0.0363442876901834,4.42396590163934,-0.306063665158591,0.759815937643577,0.94246744338375,-5.87582489241418,"Not Significant"
"ABCG4",0.0356418948824357,5.14707700819672,0.306035943325268,0.759837019100576,0.94246744338375,-5.87583280545429,"Not Significant"
"TENM2",0.0740291701244811,4.73106897540984,0.305960067062572,0.759894721186884,0.942467577497512,-5.87585446024045,"Not Significant"
"C5orf22",-0.0522806224066459,6.93858217213115,-0.305863368684775,0.759968259943183,0.942487351702178,-5.87588204980044,"Not Significant"
"PEAR1",-0.0633440802213023,5.94193807377049,-0.305585689956281,0.760179445715648,0.942677815223618,-5.87596122744669,"Not Significant"
"NAP1L4",0.0573382295988978,7.41376991803279,0.305032839149981,0.760599964394103,0.943073054176794,-5.87611865404145,"Not Significant"
"DCST2",-0.0448418672199198,4.87394946721311,-0.304946610906673,0.760665559190818,0.943073054176794,-5.87614318221937,"Not Significant"
"OGA",-0.0589947164591997,8.31854729508197,-0.304904519181996,0.760697579469098,0.943073054176794,-5.87615515296419,"Not Significant"
"CYB5B",0.0721630152143824,8.39984909836066,0.304863621301501,0.760728691953904,0.943073054176794,-5.87616678260228,"Not Significant"
"H4C5",0.0822957814661107,7.3393406147541,0.304700528707847,0.760852766212199,0.943155417490828,-5.87621314377806,"Not Significant"
"CA2",0.166896970954353,7.21528495901639,0.304376057178119,0.761099629448417,0.943389966390993,-5.87630530528517,"Not Significant"
"RFC5",-0.0513062102351336,6.1011912704918,-0.304288556162977,0.761166205839564,0.943401029490163,-5.87633014190271,"Not Significant"
"RBBP7",0.0418296127247544,9.05808864754098,0.304091100825335,0.761316449076827,0.943432066368072,-5.87638616215124,"Not Significant"
"PGRMC2",-0.0522978561549117,8.06361848360656,-0.304082471496619,0.76132301531647,0.943432066368072,-5.87638860955793,"Not Significant"
"HIPK4",0.0452944121715015,5.42965418032787,0.304028339247418,0.76136420609,0.943432066368072,-5.87640396069048,"Not Significant"
"H1-5",0.139487579529733,6.32334590163934,0.303900719198282,0.761461318520875,0.943480958300568,-5.8764401411051,"Not Significant"
"CDH16",-0.033979197786997,4.60806524590164,-0.303662208948636,0.761642822943918,0.943626228226101,-5.87650771831449,"Not Significant"
"PRNP",0.0831309820193606,9.16315221311475,0.303476536632523,0.761784127249834,0.943626228226101,-5.87656028823112,"Not Significant"
"TM4SF5",0.0893081881051181,6.10882680327869,0.303463025517418,0.761794410078797,0.943626228226101,-5.87656411241652,"Not Significant"
"PHAX",0.0519053526970898,6.50218717213115,0.303443564122133,0.761809221528662,0.943626228226101,-5.87656962046997,"Not Significant"
"EMP2",0.0978903734439776,7.75904680327869,0.303323790836009,0.761900379105372,0.943651992551805,-5.87660351148454,"Not Significant"
"ZHX1-C8orf76",0.0425858091286297,6.30953221311475,0.303264698887017,0.761945354289111,0.943651992551805,-5.87662022720041,"Not Significant"
"SWSAP1",0.0319841908713645,6.03620094262295,0.303165845004059,0.76202059429212,0.943673755486322,-5.87664818335234,"Not Significant"
"OSTF1",-0.0803164315352713,7.74323106557377,-0.303044970867571,0.762112597500831,0.943716272834174,-5.87668235451716,"Not Significant"
"GJB4",0.0816910373443989,5.09534663934426,0.302935150004067,0.762196190456474,0.943748370205035,-5.87671338911218,"Not Significant"
"ATG14",0.0571921576763472,6.73491897540984,0.302842531117449,0.762266691857786,0.943764254033503,-5.87673955381409,"Not Significant"
"NPY2R",0.0368386445366546,4.14921237704918,0.302698051366516,0.762376673658591,0.943829012539657,-5.87678035317327,"Not Significant"
"STXBP1",-0.0923257123098233,7.86934610655738,-0.302538286212798,0.762498296732466,0.943908172155993,-5.87682544629832,"Not Significant"
"HES5",-0.0501656431535302,6.21575114754098,-0.302416062194835,0.762591345165774,0.943951949492642,-5.87685992751637,"Not Significant"
"ARHGAP45",-0.0697308990318151,6.3943831147541,-0.302158521317453,0.762787420835461,0.943962474300609,-5.87693253806423,"Not Significant"
"NCAN",-0.0458592946058101,5.11802454918033,-0.302134795714283,0.762805484810567,0.943962474300609,-5.87693922410272,"Not Significant"
"SQLE",0.155919349930837,7.42495897540984,0.302030161694432,0.762885151620302,0.943962474300609,-5.87696870443229,"Not Significant"
"FIRRM",0.0686206500691542,4.75362028688525,0.301976315808559,0.762926150073806,0.943962474300609,-5.87698387137707,"Not Significant"
"SEZ6L2",0.0935672199170083,6.67619680327869,0.301893748274394,0.762989018594502,0.943962474300609,-5.87700712319299,"Not Significant"
"PLXNB3",0.0465925311203277,5.99064967213115,0.301870777424255,0.763006509324668,0.943962474300609,-5.87701359087684,"Not Significant"
"APOBR",-0.0481507330567092,5.25688795081967,-0.301769903655948,0.763083319235994,0.943962474300609,-5.87704198712334,"Not Significant"
"C11orf24",0.0690680774550474,6.85354221311475,0.301604570791749,0.763209216332935,0.943962474300609,-5.87708850827608,"Not Significant"
"MFAP4",-0.168916791148002,8.19159672131148,-0.301561234413045,0.76324221701096,0.943962474300609,-5.87710069799788,"Not Significant"
"RNF34",-0.0459749515905985,7.06898364754098,-0.301474825962107,0.76330801838945,0.943962474300609,-5.87712499787294,"Not Significant"
"BMP8B",0.0563274827109224,6.24212159836066,0.301429733822461,0.763342357437903,0.943962474300609,-5.87713767596863,"Not Significant"
"ABHD6",-0.0735428354080216,6.19401471311475,-0.301332571889676,0.763416350824303,0.943962474300609,-5.87716498755493,"Not Significant"
"NFE4",-0.056454661134163,4.22721278688525,-0.301138859090829,0.763563878729587,0.943962474300609,-5.87721941270491,"Not Significant"
"SEPTIN3",0.0805324619640322,4.68749897540984,0.301122041955531,0.763576686740789,0.943962474300609,-5.87722413596291,"Not Significant"
"SLC36A1",0.0748723098201962,6.71123508196721,0.301082228341589,0.763607009240323,0.943962474300609,-5.8772353169577,"Not Significant"
"CNOT2",0.0571012724757969,7.98819254098361,0.301013557594412,0.763659310516814,0.943962474300609,-5.87725459852959,"Not Significant"
"ITGB3",0.150104495159063,6.3257856147541,0.300949254931758,0.763708285939897,0.943962474300609,-5.87727264963367,"Not Significant"
"CLTB",0.0962243015214339,8.05411454918033,0.300922661354077,0.763728540926945,0.943962474300609,-5.87728011388149,"Not Significant"
"IDH3A",-0.0611183955739971,8.30580639344262,-0.300896733976756,0.763748288659407,0.943962474300609,-5.8772873905066,"Not Significant"
